AN_BASE,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_BASICA,NM_SUBAREA_CONHECIMENTO,NM_ESPECIALIDADE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,IN_REDE,SG_ENTIDADE_ENSINO_REDE,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,AN_INICIO_CURSO,DS_SITUACAO_PROGRAMA,DT_SITUACAO_PROGRAMA,ID_ADD_FOTO_PROGRAMA_IES,ID_ADD_FOTO_PROGRAMA,PAIS
2019,CIÊNCIAS SOCIAIS APLICADAS,DESENHO INDUSTRIAL,DESENHO INDUSTRIAL,NÃO SE APLICA,NÃO SE APLICA,29,ARQUITETURA, URBANISMO E DESIGN,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,MA,SÃO LUÍS,ACADÊMICO,20001010028P9,DESIGN,POSTGRADUATE PROGRAM IN DESIGN,3,2012,2012,EM FUNCIONAMENTO,23Jan2012 0:00:00,156085,91502,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31004016045P0,MEIO AMBIENTE,ENVIRONMENTAL STUDIES GRADUATE PROGRAM,4,2006,2006,EM FUNCIONAMENTO,14May2012 0:00:00,156086,91503,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,PARASITOLOGIA,PARASITOLOGIA,NÃO SE APLICA,NÃO SE APLICA,9,CIÊNCIAS BIOLÓGICAS III,FIOCRUZ,FUNDACAO OSWALDO CRUZ (FIOCRUZ),NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31010016001P0,BIOLOGIA PARASITÁRIA,PARASITE BIOLOGY,7,1976,1976/1992,EM FUNCIONAMENTO,20Mar2012 0:00:00,156087,91504,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA,NÃO SE APLICA,NÃO SE APLICA,15,MEDICINA I,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,SE,SÃO CRISTÓVÃO,ACADÊMICO,27001016009P3,CIÊNCIAS DA SAUDE,GRADUATE PROGRAM IN HEALTH SCIENCES,5,2002,2002/2009,EM FUNCIONAMENTO,02Oct2013 0:00:00,156091,91508,BRASIL
2019,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA SOCIAL,PSICOLOGIA SOCIAL,NÃO SE APLICA,37,PSICOLOGIA,UFPB-JP,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,24001015063P0,PSICOLOGIA SOCIAL,SOCIAL PSYCHOLOGY GRADUATE PROGRAM (MSC AND PHD),5,2012,2012/2012,EM FUNCIONAMENTO,26Dec2013 0:00:00,157756,93023,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,ADMINISTRAÇÃO,NÃO SE APLICA,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,FPL,FACULDADE PEDRO LEOPOLDO,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,SUDESTE,MG,PEDRO LEOPOLDO,PROFISSIONAL,32065019001P3,ADMINISTRAÇÃO,PROFESSIONAL MASTER'S DEGEREE IN ADMINISTRATION,3,2000,2000,EM FUNCIONAMENTO,12Feb2014 0:00:00,157758,93025,BRASIL
2019,ENGENHARIAS,ENGENHARIA BIOMÉDICA,ENGENHARIA BIOMÉDICA,NÃO SE APLICA,NÃO SE APLICA,14,ENGENHARIAS IV,IEPASD,INSTITUTO DE ENSINO E PESQUISA ALBERTO SANTOS DUMONT,NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,NORDESTE,RN,MACAÍBA,ACADÊMICO,33280010001P2,NEUROENGENHARIA,NEUROENGINEERING,3,2013,2013,EM FUNCIONAMENTO,12Feb2014 0:00:00,155901,91323,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,FÍSICA,FÍSICA,NÃO SE APLICA,NÃO SE APLICA,3,ASTRONOMIA / FÍSICA,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,AM,MANAUS,ACADÊMICO,12001015006P2,FÍSICA,GRADUATE PROGRAM IN PHYSICS,4,1999,1999/2016,EM FUNCIONAMENTO,12Apr2013 0:00:00,155904,91326,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,MONTES CLAROS,PROFISSIONAL,32014015009P9,BIOTECNOLOGIA,PROFISSIONAL MASTER IN BIOTECHNOLOGY,4,2011,2011,EM FUNCIONAMENTO,15Aug2011 0:00:00,157381,92633,BRASIL
2019,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,NÃO SE APLICA,NÃO SE APLICA,40,HISTÓRIA,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,UBERLÂNDIA,ACADÊMICO,32006012012P0,HISTÓRIA,HISTORY,3,1999,1999/2006,EM FUNCIONAMENTO,19Dec2012 0:00:00,157387,92638,BRASIL
2019,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,NÃO SE APLICA,NÃO SE APLICA,37,PSICOLOGIA,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,ACADÊMICO,15001016009P0,PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO),PSYCHOLOGY (THEORY AND RESEARCH OF BEHAVIOR),5,1987,1987/1999,EM FUNCIONAMENTO,01Jun2010 0:00:00,157366,92644,BRASIL
2019,CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA,NÃO SE APLICA,NÃO SE APLICA,24,MEDICINA VETERINÁRIA,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,PASSO FUNDO,ACADÊMICO,42009014009P7,BIOEXPERIMENTAÇÃO,PROGRAM OF POST-GRADUATION IN BIOEXPERIMENTATION,4,2012,2012/2019,EM FUNCIONAMENTO,26Apr2013 0:00:00,157396,92654,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,MATEMÁTICA,NÃO SE APLICA,NÃO SE APLICA,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,ACADÊMICO,42002010034P0,MATEMÁTICA,GRADUATE PROGRAM IN MATHEMATICS,3,2007,2007,EM FUNCIONAMENTO,25Jun2012 0:00:00,159896,94723,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,MICROBIOLOGIA,MICROBIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,9,CIÊNCIAS BIOLÓGICAS III,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33009015003P3,MICROBIOLOGIA E IMUNOLOGIA,MICROBIOLOGY AND IMMUNOLOGY,7,1971,1971/1972,EM FUNCIONAMENTO,11Dec2013 0:00:00,159906,94732,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,UNIJUÍ,UNIV. REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,IJUÍ,ACADÊMICO,42024013005P3,SISTEMAS AMBIENTAIS E SUSTENTABILIDADE,ENVIRONMENTAL SYSTEMS AND SUSTAINABILITY,A,2019,2019,EM FUNCIONAMENTO,31May2019 0:00:00,159907,94733,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,SANTA MARIA,PROFISSIONAL,42002010056P4,TECNOLOGIAS EDUCACIONAIS EM REDE,EDUCATIONAL TECHNOLOGIES IN NETWORK,4,2013,2013,EM FUNCIONAMENTO,11Dec2013 0:00:00,159908,94734,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,ECOLOGIA,ECOLOGIA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,UFPB/AREIA,UNIVERSIDADE FEDERAL DA PARAÍBA ( AREIA ),NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,PB,AREIA,ACADÊMICO,24001031026P8,BIODIVERSIDADE,BIODIVERSITY,3,2014,2014,EM FUNCIONAMENTO,02May2014 0:00:00,159912,94738,BRASIL
2019,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,NÃO SE APLICA,NÃO SE APLICA,25,CIÊNCIA DE ALIMENTOS,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,SEROPÉDICA,ACADÊMICO,31002013006P2,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,FOOD SCIENCE AND TECHNOLOGY,4,1976,1976/2005,EM FUNCIONAMENTO,08Jun2013 0:00:00,159979,94799,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,AM,MANAUS,ACADÊMICO,12001015174P2,DIREITO,CONSTITUTIONALISM AND RIGHTS IN THE AMAZON,A,2019,2019,EM FUNCIONAMENTO,26Aug2019 0:00:00,159446,94326,BRASIL
2019,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,PESQUISA OPERACIONAL,PESQUISA OPERACIONAL,NÃO SE APLICA,13,ENGENHARIAS III,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,SIM,ITA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO JOSÉ DOS CAMPOS,ACADÊMICO,33009015094P9,PESQUISA OPERACIONAL,OPERATIONS RESEARCH,4,2016,2016/2016,EM FUNCIONAMENTO,15Dec2015 0:00:00,154802,89166,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,NÃO SE APLICA,46,ENSINO,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33005010005P4,EDUCAÇÃO MATEMÁTICA,MATHEMATICS EDUCATION,5,1975,1975/2001,EM FUNCIONAMENTO,08Aug2013 0:00:00,154812,89202,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,QUÍMICA,QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,4,QUÍMICA,UFABC,UNIVERSIDADE FEDERAL DO ABC,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SANTO ANDRÉ,ACADÊMICO,33144010003P0,CIÊNCIA E TECNOLOGIA,SCIENCE AND TECHNOLOGY - CHEMISTRY,5,2007,2007/2007,EM FUNCIONAMENTO,21Feb2014 0:00:00,154843,89246,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,QUÍMICA,QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,4,QUÍMICA,UFT,UNIVERSIDADE FEDERAL DO TOCANTINS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,TO,PALMAS,ACADÊMICO,16003012171P7,QUÍMICA,MASTER IN CHEMISTRY,3,2017,2017,EM FUNCIONAMENTO,06Apr2017 0:00:00,153059,87505,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,MA,SÃO LUÍS,ACADÊMICO,20002017001P0,AGROECOLOGIA,GRADUATE PROGRAM IN AGROECOLOGY,4,1996,1996/2013,EM FUNCIONAMENTO,27Feb2013 0:00:00,153099,87545,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,ENGENHARIA/TECNOLOGIA/GESTÃO,ENGENHARIA/TECNOLOGIA/GESTÃO,NÃO SE APLICA,45,INTERDISCIPLINAR,UFT,UNIVERSIDADE FEDERAL DO TOCANTINS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,TO,PALMAS,PROFISSIONAL,16003012014P9,MODELAGEM COMPUTACIONAL DE SISTEMAS,SYSTEMS' COMPUTATIONAL MODELING,4,2012,2012,EM FUNCIONAMENTO,18Sep2012 0:00:00,159076,94002,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,NÃO SE APLICA,46,ENSINO,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,SIM,"UFPA,UEA",FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,50001019028P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA,EDUCATION IN SCIENCE AND MATHEMATICS,5,2010,2010,EM FUNCIONAMENTO,22Mar2013 0:00:00,159090,94014,BRASIL
2019,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,NÃO SE APLICA,NÃO SE APLICA,18,ODONTOLOGIA,EBMSP,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,NORDESTE,BA,SALVADOR,PROFISSIONAL,28008014003P2,ODONTOLOGIA,DENTISTRY,3,2006,2006,EM FUNCIONAMENTO,09Jul2013 0:00:00,159091,94015,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS,MEIO AMBIENTE E AGRÁRIAS,NÃO SE APLICA,45,INTERDISCIPLINAR,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,ARARAS,ACADÊMICO,33001014022P7,AGROECOLOGIA E DESENVOLVIMENTO RURAL,AGROECOLOGY AND RURAL DEVELOPMENT,3,2006,2006,EM FUNCIONAMENTO,26Feb2013 0:00:00,159095,94019,BRASIL
2019,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIA DE PRODUÇÃO,NÃO SE APLICA,NÃO SE APLICA,13,ENGENHARIAS III,PUC-GOIÁS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52002012015P0,ENGENHARIA DE PRODUÇÃO E SISTEMAS,POST-GRADUATION PROGRAM IN INDUSTRIAL AND SYSTEMS ENGINEERING,3,2010,2010,EM FUNCIONAMENTO,26Nov2010 0:00:00,159319,94225,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL,PLANEJAMENTO URBANO E REGIONAL,NÃO SE APLICA,NÃO SE APLICA,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,UEPB,UNIVERSIDADE ESTADUAL DA PARAIBA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,24004014008P8,DESENVOLVIMENTO REGIONAL,REGIONAL DEVELOPMENT,3,2009,2009,EM FUNCIONAMENTO,05Nov2013 0:00:00,159364,94238,BRASIL
2019,CIÊNCIAS AGRÁRIAS,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,50001019016P5,CIÊNCIAS FLORESTAIS E AMBIENTAIS,GRADUATE PROGRAM IN FORESTRY AND ENVIRONMENTAL SCIENCES,4,2006,2006,EM FUNCIONAMENTO,17Jan2014 0:00:00,150736,86042,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,SC,CHAPECÓ,ACADÊMICO,41020014002P6,EDUCAÇÃO,PROGRAM OF GRADUATE EDUCATION - MASTER OF EDUCATION,3,2013,2013,EM FUNCIONAMENTO,23Jul2013 0:00:00,150796,86063,BRASIL
2019,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,34,SOCIOLOGIA,UENF,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,CAMPOS DOS GOYTACAZES,ACADÊMICO,31033016017P6,SOCIOLOGIA POLÍTICA,POLITICAL SOCIOLOGY,4,2007,2007/2007,EM FUNCIONAMENTO,17Nov2011 0:00:00,159961,94786,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,MUSEOLOGIA,MUSEOLOGIA,NÃO SE APLICA,NÃO SE APLICA,31,COMUNICAÇÃO E INFORMAÇÃO,UNIRIO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31021018008P2,MUSEOLOGIA E PATRIMÖNIO,MUSEOLOGY AND HERITAGE,4,2006,2006/2011,EM FUNCIONAMENTO,28Oct2011 0:00:00,158943,93910,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA,NÃO SE APLICA,NÃO SE APLICA,15,MEDICINA I,USP/RP,UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,RIBEIRÃO PRETO,PROFISSIONAL,33002029043P6,HEMOTERAPIA E BIOTECNOLOGIA,PROFESSIONAL MASTER IN TRANSFUSION MEDICINE AND BIOTECHNOLOGY,4,2012,2012,EM FUNCIONAMENTO,21May2012 0:00:00,158944,93911,BRASIL
2019,CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA,NÃO SE APLICA,NÃO SE APLICA,24,MEDICINA VETERINÁRIA,USP,UNIVERSIDADE DE SÃO PAULO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33002010150P1,CLÍNICA VETERINÁRIA,VETERINARY CLINICAL SCIENCE,5,1991,1991/1991,EM FUNCIONAMENTO,26Jun2013 0:00:00,158949,93916,BRASIL
2019,CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,NÃO SE APLICA,NÃO SE APLICA,21,EDUCAÇÃO FÍSICA,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO CARLOS,ACADÊMICO,33001014036P8,TERAPIA OCUPACIONAL,GRADUATE PROGRAM IN OCCUPATIONAL THERAPY,4,2010,2010/2015,EM FUNCIONAMENTO,26Feb2014 0:00:00,155439,90605,BRASIL
2019,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,NÃO SE APLICA,25,CIÊNCIA DE ALIMENTOS,IFMT,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE MATO GROSSO,NÃO,NA,FEDERAL,PÚBLICO,INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,50005014001P3,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,POST-GRADUATE PROGRAM IN FOOD SCIENCE AND TECHNOLOGY,3,2012,2012,EM FUNCIONAMENTO,11Jul2012 0:00:00,156913,92254,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PE,RECIFE,ACADÊMICO,25003011017P3,ENTOMOLOGIA,AGRICULTURAL ENTOMOLOGY GRADUATE PROGRAM,6,1976,1976/2004,EM FUNCIONAMENTO,17Jan2013 0:00:00,156914,92255,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UNESP-IS,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,ILHA SOLTEIRA,ACADÊMICO,33004099079P1,AGRONOMIA,AGRONOMY SCIENCES - CROPPING SYSTEMS,5,1995,1995/2004,EM FUNCIONAMENTO,03Aug2010 0:00:00,156936,92257,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,FGV - DIREITO SP,ESCOLA DE DIREITO DE SÃO PAULO,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,33145016002P6,DIREITO,LAW AND ENTERPRISE,4,2013,2013,EM FUNCIONAMENTO,06Dec2013 0:00:00,154669,88852,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,GEOCIÊNCIAS,GEOFÍSICA,GEOFÍSICA,NÃO SE APLICA,5,GEOCIÊNCIAS,USP,UNIVERSIDADE DE SÃO PAULO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33002010016P3,GEOFÍSICA,GEOPHYSICS,6,1975,1975/1979,EM FUNCIONAMENTO,01Jun2010 0:00:00,157564,92821,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,ADMINISTRAÇÃO PÚBLICA,ADMINISTRAÇÃO PÚBLICA,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,INSPER,INSPER INSTITUTO DE ENSINO E PESQUISA,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,33129010004P0,POLÍTICAS PÚBLICAS,PROFISSIONAL MASTER IN PUBLIC POLICY,A,2019,2019,EM FUNCIONAMENTO,08Apr2019 0:00:00,157568,92845,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,BOTÂNICA,BOTÂNICA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52001016054P0,BIODIVERSIDADE VEGETAL,GRADUATE PROGRAM IN PLANT BIODIVERSITY,2,2011,2011,EM DESATIVACAO,08Feb2018 0:00:00,154459,88542,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIA DA INFORMAÇÃO,CIÊNCIA DA INFORMAÇÃO,NÃO SE APLICA,NÃO SE APLICA,31,COMUNICAÇÃO E INFORMAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,DF,BRASÍLIA,ACADÊMICO,53001010018P0,CIÊNCIAS DA INFORMAÇÃO,POSTGRADUATION PROGRAM IN INFORMATION SCIENCE,5,1978,1978/1992,EM FUNCIONAMENTO,12Mar2014 0:00:00,154536,88602,BRASIL
2019,ENGENHARIAS,ENGENHARIA QUÍMICA,ENGENHARIA QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,12,ENGENHARIAS II,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,SIM,UNIFACS,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,BA,SALVADOR,ACADÊMICO,28001010059P7,ENGENHARIA QUÍMICA - UFBA-UNIFACS,GRADUATE PROGRAM ON CHEMICAL ENGINEERING,4,2007,2016/2007,EM FUNCIONAMENTO,11Nov2013 0:00:00,158647,93684,BRASIL
